상호,영업표지,업종,전체,가맹점,직영점
타코로와,타코로와,일식,1,0,1
육하원칙,육하원칙,한식,15,14,1
씨아이스토리,양푼갈비스토리,한식,1,0,1
비빔밥입니다,메가혼밥,한식,0,0,0
오뎅또오지상,오뎅또 오지상,일식,1,0,1
피굽남앤유떡가맹본부,분식톡,분식,,,
피굽남앤유떡가맹본부,피자에꼬치다,피자,0,0,0
백년장수왕족발,백년장수 왕족발,한식,2,0,2
찐짬뽕,범뽕,중식,,,
(주)금해코리아,응급실국물떡볶이,분식,223,223,0
(주)금해코리아,응급실닭볶음탕,한식,27,27,0
(주)디에스이엔,마노핀,커피,2,2,0
(주)울타리푸드솔루션,봇닭치킨,치킨,2,2,0
(주)울타리푸드솔루션,천호정,치킨,1,0,1
비비당,비비당,제과제빵,2,1,1
스컹크웍스,스컹크웍스,커피,5,3,2
씨와이씨(CYC)푸드,1989마라탕,중식,17,16,1
본좌김밥,본좌김밥,한식,2,0,2
카페콘크리트,카페 콘크리트,커피,1,0,1
더보아스에프앤비(주),카페티베어(Cafe T Bear),커피,1,0,1
(주)피스피스,피스피스,커피,4,4,0
(주)에이치이디푸드,고급양식,서양식,25,25,0
(주)하이테이블,하이테이블,커피,10,10,0
솔든코리아,샐러드스토리,기타 외식,0,0,0
(주)산천,메가번(MEGABUN),제과제빵,6,6,0
솔리드웍스,솔리드웍스아이스크림,아이스크림/빙수,4,3,1
나베코이,나베코이,일식,1,0,1
(주)내추럴플로우,피자스웨그(PIZZA SWAG),피자,33,33,0
(주)한입소반,한입소반,분식,2,0,2
(주)아에,카페아에,커피,24,24,0
발리맥주&발리시장,발리맥주,주점,0,0,0
발리맥주&발리시장,발리맥주&발리시장,주점,1,0,1
마라장룡,마라장룡,기타 외국식,1,0,1
(주)에스피에프엔비,냉면입니다,기타 외식,11,10,1
(주)에스피에프엔비,비빔밥땡겨요,한식,3,2,1
평상집,김태용 명불허전평상집,한식,4,3,1
진F&S,다기몽,치킨,13,13,0
고삳낄로,고삳낄로,한식,1,0,1
넝쿨째오이소박이냉국수,넝쿨째오이소박이냉국수,한식,3,2,1
이에스에코솔루션(주)(ESECOSOLUTION),장인족발608,한식,10,10,0
(주)쉬즈베이글,쉬즈베이글커피,기타 외식,65,65,0
(주)띤띤,띤띤,기타 외국식,11,2,9
(주)깐부,깐부치킨,치킨,177,169,8
육꼬빔,볶은볶음밥,한식,3,2,1
모모유부강남,모모유부,한식,4,2,2
(주)로로,블루포트(BLUEPOT),커피,7,2,5
(주)로로,카페아이엔지(CAFE ING),커피,4,1,3
(주)성북동이야기,쌍다리돼지불백,한식,6,6,0
(주)페이퍼플랜,스낵라운지,패스트푸드,0,0,0
(주)벨라비지니스,벨라쿠키,제과제빵,3,0,3
진푸드서비스,닭이봉춘천닭갈비,기타 외식,0,0,0
낭만닭발,낭만닭발,기타 외식,4,3,1
PLKAPACPteLtd,파파이스루이지애나키친 파파이스 치킨 앤 비스킷,패스트푸드,2,2,0
(주)디딤이앤에프,황금식당,한식,0,0,0
(주)디딤이앤에프,호랭이곱창,한식,0,0,0
(주)디딤이앤에프,한라담,한식,3,0,3
(주)디딤이앤에프,코리앗치킨,치킨,0,0,0
(주)디딤이앤에프,차돌6키로,한식,0,0,0
(주)디딤이앤에프,연안해물칼국수,한식,0,0,0
(주)디딤이앤에프,연안식당,한식,71,69,2
(주)디딤이앤에프,연남숯불닭갈비,한식,0,0,0
(주)디딤이앤에프,애플삼겹살,한식,0,0,0
(주)디딤이앤에프,신마포갈매기,한식,97,96,1
(주)디딤이앤에프,서해물총칼국수,한식,0,0,0
(주)디딤이앤에프,배달삼겹 돼지되지,한식,0,0,0
(주)디딤이앤에프,반달전집,한식,0,0,0
(주)디딤이앤에프,미추냉삼,한식,1,1,0
(주)디딤이앤에프,마포옥고급소갈비,한식,0,0,0
(주)디딤이앤에프,마포신갈비찜,한식,0,0,0
(주)디딤이앤에프,도시수산시장,한식,0,0,0
(주)디딤이앤에프,공화춘,중식,4,0,4
(주)디딤이앤에프,고래식당,한식,6,6,0
(주)디딤이앤에프,고래감자탕,한식,8,8,0
(주)짬뽕관,미미 찌개방,한식,0,0,0
(주)짬뽕관,미미 된장집,한식,0,0,0
(주)짬뽕관,짬뽕관,중식,17,16,1
(주)경주식당,사고네연탄불고기,한식,0,0,0
(주)열정,카사데타코(CASA DE TACOS),서양식,0,0,0
쑥고개,삐딱,주점,0,0,0
(주)비케이알,버거킹(Burger King),패스트푸드,472,125,347
(주)와이디에프앤비(F&B),한식끝판왕,한식,0,0,0
(주)와이디에프앤비(F&B),양순덕 전통김치찌개,한식,0,0,0
선비칼국수본점,선비칼국수,한식,1,0,1
재리스토스트카페정왕직영점,재리스 토스트&츄러스,기타 외국식,1,0,1
디제이(주),꽃피는 곱도리탕,한식,0,0,0
925푸드,수만돈돈카츠,일식,11,11,0
프레전트(PRESENT),PRESENT(프레전트),커피,0,0,0
(주)비에이치씨,비에이치씨(BHC),치킨,"1,997","1,991",6
레드립F&B,홍주방,중식,23,19,4
미락육회막국수,미락육회막국수,한식,,,
전라도이야기,꼬꼬댁,한식,0,0,0
전라도이야기,전라도이야기,한식,6,5,1
(주)청춘에프앤비,청춘닭꼬치,기타 외식,32,31,1
(주)존슨푸드코리아,존슨부대찌개,한식,43,43,0
에이셉피자(ASAPPIZZA),에이셉피자,피자,12,12,0
(주)남다름,백곱식당,한식,15,15,0
(주)코미,오공비어,주점,0,0,0
제이엔제이에프앤비(주),달쭈꾸미,한식,1,1,0
지엘라온(주),뚜띠쿠치나,기타 외식,17,17,0
(주)홍익,홍익돈까스,서양식,94,93,1
(주)록원에프엔비,리얼안심탕수육,기타 외식,92,92,0
(주)축제의나라,오마이돈카츠,분식,18,18,0
(주)축제의나라,연어네육회,한식,0,0,0
(주)축제의나라,미친돼지,한식,3,3,0
(주)축제의나라,덮비,한식,2,2,0
(주)축제의나라,국뽕떡볶이,분식,9,9,0
(주)축제의나라,구찌부찌,한식,3,3,0
(주)축제의나라,강철의닭발술사,한식,5,5,0
제2행성부평점,제2행성,주점,2,1,1
대부면가fc,대부면가 우리밀칼국수,한식,0,0,0
(주)청춘에프앤비,구구닭발,주점,0,0,0
(주)청춘에프앤비,청떡,분식,,,
(주)청춘에프앤비,세이?,일식,0,0,0
(주)청춘에프앤비,양꼬치잇데이,기타 외식,16,16,0
(주)청춘에프앤비,비에스카페(BS CAFE),커피,,,
(주)청춘에프앤비,비에스치킨(BS Chicken),치킨,,,
(주)청춘에프앤비,비에스버거(BS BURGER),패스트푸드,0,0,0
㈜계림원푸드,통닭익스프레스,치킨,,,
아낙촌,아낙촌,기타 외식,8,7,1
(주)에이치앤유푸드,하누소갈비살,한식,1,0,1
(주)에이치앤유푸드,하누소,한식,5,3,2
옛날순대국,옛날순대국,한식,1,0,1
(주)컴퍼니이곳,토리쿠,일식,0,0,0
(주)맛부심에프엔비,카쿠레가,기타 외식,1,0,1
(주)무쌍그룹,홍콩식당,중식,4,0,4
(주)테이스티브라더스,오하이요,일식,,,
청양,청년양고기,한식,5,4,1
마장동백정생갈비찜,마장동백정생갈비찜딜리버리,한식,1,0,1
태화람그린푸드,무궁화한우,한식,,,
태화람그린푸드,무궁화정육식당,한식,,,
(주)초베이,쌀똑핫도그,제과제빵,21,21,0
서가네순대국,권사부 마약칼국수,한식,21,21,0
서가네순대국,권사부 순대국,한식,34,33,1
씨케이푸드,치칵치칵,치킨,5,5,0
모모네이층집,모모네이층집,일식,1,0,1
(주)펜톤,리라김밥,한식,4,4,0
(주)펜톤,3일국밥,한식,7,7,0
333삼겹살,333삼겹살,한식,1,0,1
(주)올라스에프앤씨,남파랑국밥,한식,2,2,0
(주)하이스텝스,소?,일식,5,1,4
(주)청춘에프씨,밀정관,분식,1,0,1
(주)헬씨패밀리,싱싱샐러드,기타 외식,11,11,0
(주)트리시스,텐'키친(10'KITCHEN),한식,0,0,0
부자족발부자보쌈,부자족발 · 부자보쌈,한식,1,0,1
(주)유캔에프씨,직화한상,기타 외식,9,9,0
(주)에슬로우,에슬로우커피 (ESLOW COFFEE),커피,36,33,3
(주)원퍼밀,원퍼밀커피,커피,2,1,1
(주)육칠팔,치킨678,치킨,34,34,0
(주)포케이,우짜돈,분식,1,1,0
(주)제이에스앤씨,죠샌드위치,패스트푸드,70,69,1
(주)탐앤탐스,메타킹 커피(METAKING COFFEE),커피,0,0,0
1989'spizza송탄직영점,1989's pizza,피자,8,7,1
(주)피오르도니아,대한삼겹,한식,7,7,0
(주)케이디앤아이,레이지앤코(LAZY & CO),커피,2,2,0
(주)고유,오코오코(OKOOKO),일식,0,0,0
에이치컴퍼니,인생숯불구이,한식,0,0,0
㈜하나로푸드빌,하라김밥,한식,1,0,1
오공김밥,오공김밥,분식,,,
쌍도커피,쌍도커피,커피,4,3,1
(주)돗가비,돗가비불쭈꾸미,한식,10,9,1
(주)코어비스,로바다가쿠,일식,,,
원푸드,오늘은 한끼,기타 외식,1,0,1
(주)천사들,불해장국,한식,0,0,0
(주)천사들,배달중독,기타 외식,0,0,0
(주)천사들,천년설렁탕,한식,1,1,0
신복관,신복관,기타 외식,18,17,1
테스터,TESTER COFFEE(테스터커피),커피,1,1,0
놀놀숯닭,놀놀숯닭갈비,한식,5,4,1
놀놀숯닭,강촌닭멱살,한식,5,5,0
형제&가꾸다,형제소곱창,기타 외식,,,
123st수제돈가스,123st수제돈가스,일식,0,0,0
(주)온누리푸드시스템,온누리장작구이,한식,9,9,0
(주)바이덴스,이바닭,한식,0,0,0
원&푸드,원만두&도시락,한식,1,0,1
(주)느낌1998,타래커피1998,커피,1,1,0
저온숙성카츠골든카츠,골든카츠,일식,1,1,0
(주)4월17일,골라먹룸서비스,기타 외식,0,0,0
(주)늘품은,왕새우직판장,기타 외식,2,2,0
(주)홍리에프앤씨,홍리마라탕,중식,5,3,2
(주)한옥집에이치큐,한옥집김치찜,한식,13,12,1
(주)맨즈키친,불아더 숯불바베큐,치킨,14,14,0
(주)유캔에프씨,보글지글,기타 외식,29,27,2
라오나컴퍼니(주),라오나카페,커피,0,0,0
국보국밥,국보국밥,한식,0,0,0
(주)오리지날스푼,스푼더스트릿,기타 외식,1,1,0
(주)한국바리스타자격검정협회,퍼스트커피,커피,24,24,0
(주)오리지날스푼,스푼더마켓,기타 외식,2,2,0
(주)오리지날스푼,사랑탕,한식,7,5,2
(주)오리지날스푼,정식상회,한식,0,0,0
(주)명동푸드,명동칼국수,기타 외식,13,13,0
(주)오리지날스푼,일공일 닭곱차,한식,0,0,0
(주)오리지날스푼,오스푼,기타 외식,0,0,0
(주)오리지날스푼,분식상회,분식,0,0,0
(주)오리지날스푼,마라상회,중식,0,0,0
(주)오리지날스푼,릴렉스라운지,커피,0,0,0
(주)오리지날스푼,1990 아구찜,한식,19,17,2
(주)제이에스와이푸드,청기와타운,한식,21,14,7
(주)에프엔아이컴퍼니,윤반장,한식,41,41,0
수지앤컴퍼니(주),수지상회,주점,1,0,1
로드샌드위치,로드샌드위치,기타 외식,2,0,2
"곱,끌림민락점",곱끌림,한식,4,3,1
(주)왕부라더스,왕빈자전통주막,주점,32,31,1
마루앤F/D,마루앤국시,한식,,,
씨케이푸드,닭발주는 코바꼬 바베큐치킨,치킨,0,0,0
낭만패밀리,낭만제육,한식,0,0,0
개떡카페&SH모바일,개떡카페,커피,2,0,2
(주)브뤼트피자,브뤼트피자,피자,5,4,1
모두의프랜차이즈,만조쿠가츠,일식,0,0,0
(주)더스토리,김밥장수,분식,0,0,0
계산씨케이,닭봉씨치즈순살두마리치킨,치킨,10,10,0
계산씨케이,쫄쫄맨,분식,5,5,0
계산씨케이,탕쓱잘튀기는집,한식,43,43,0
계산씨케이,굽는치킨,치킨,13,13,0
도원,신도원중식뷔페,중식,,,
닥치고푸드,닥치고 푸드,분식,14,14,0
마루앤F/D,백오도찹쌀누룽지탕,기타 외식,0,0,0
마루앤F/D,마루샤브,기타 외식,13,12,1
미나(MINA),인생치킨,치킨,6,5,1
제이엠미트,제주까망돼지,한식,10,10,0
(주)제네시스원,자갈치브라더스,주점,58,58,0
(주)가드니아,가드니아,제과제빵,5,4,1
프렌즈뷰,쌍칼국수86,한식,11,10,1
프렌즈뷰,대한냉면 고기친구,한식,15,14,1
(주)수앤호,크로플마을,제과제빵,2,0,2
(주)레인드랍커피,레인드랍커피,커피,2,2,0
온샐러드&포케,온샐러드&포케,기타 외식,1,0,1
회식의달인,회식의달인,한식,7,6,1
록갈비,록갈비,한식,2,1,1
(주)하르당,하르당,제과제빵,20,20,0
(주)해시즈,제로당(ZERODANG),커피,0,0,0
더블에스푸드(주),이남장,한식,3,1,2
더블에스푸드(주),강릉엄지네꼬막집,한식,26,14,12
(주)더블유에스컴퍼니,고베규카츠,기타 외식,12,9,3
(주)음식생각,삐싱궈,중식,0,0,0
(주)음식생각,후즈티(WHO'S TEA),음료 (커피 외),1,1,0
(주)음식생각,짚신매운갈비찜,한식,89,89,0
(주)프로젝트비,와피,기타 외식,1,1,0
(주)프로젝트비,고망고,음료 (커피 외),34,33,1
(주)박앤코파트너스,아트몬스터,주점,7,7,0
(주)에스엠제이컴퍼니,1992 남산식당,한식,1,1,0
(주)에스엠제이컴퍼니,101번지 남산돈까스,기타 외식,52,32,20
(주)프로젝트비,차얌,음료 (커피 외),126,126,0
(주)프로젝트비,팔팔핫도그,패스트푸드,18,18,0
(주)파이브텐,포브라더스 하모니어스(4 Brothers Harmonious),기타 외국식,0,0,0
(주)에스엠제이컴퍼니,코펜하겐돈까스,서양식,0,0,0
(주)에스엠제이컴퍼니,네모난돈까스,서양식,0,0,0
(주)에스엠제이컴퍼니,가가솥밥,한식,3,0,3
(주)에스엠제이컴퍼니,가가솥밥,한식,3,0,3
도넛인사이드도넛,도넛 인사이드 도넛,제과제빵,1,0,1
(주)진주교방,박군자진주냉면,한식,11,11,0
(주)할랄식품,질할브로스,서양식,6,0,6
(주)할랄식품,질할브로스,서양식,6,0,6
(주)할랄식품,질할브로스,서양식,6,0,6
(주)위,조선팔돈,기타 외식,0,0,0
(주)열혈청춘,열혈청춘,한식,2,0,2
박가네푸드,출근길 생고기,한식,3,3,0
일호푸드(주),팔광반점,중식,1,0,1
일호푸드(주),팔광반점,중식,1,0,1
한사발포차,한사발포차,한식,1,0,1
(주)진원,낙지의품격,한식,1,0,1
케이제이에프엔씨(KJF&C),짝태시대,주점,0,0,0
제이에이치유통,수상한맥주&치킨,치킨,1,0,1
(주)빅쭌푸드,빅쭌부대찌개,기타 외식,30,30,0
(주)대대손손,대손관,분식,9,9,0
(주)쌍교,쌍교숯불갈비,한식,3,3,0
(주)쌍교,쌍교숯불갈비,한식,3,3,0
아비스,지구쓸맥,주점,0,0,0
몽플,몽플,커피,32,32,0
(주)화간고,화덕으로간고등어,한식,1,0,1
(주)화간고,화덕으로간고등어,한식,1,0,1
호랑이쌀국수,호랑이쌀국수,기타 외국식,25,24,1
(주)불땡푸드,불땡국수,분식,4,3,1
바보찐만도,바보찐만도,한식,2,1,1
(주)진담,대판장,한식,2,1,1
(주)용용컴퍼니,구여사 컵밥,한식,22,22,0
제이엠트렌드,후식(WHO SEEK),커피,8,8,0
제이엠트렌드,후식(WHO SEEK),커피,8,8,0
미스터쭝,미스터쭝,한식,3,3,0
추억닭발(본점),추억닭발,치킨,2,1,1
정에프앤비,밤하늘포차 연어육회,주점,0,0,0
(주)봉이에프엔씨,봉이치킨,치킨,54,54,0
배달육회육회한가득,배달육회 육회한가득,한식,1,0,1
배달육회육회한가득,배달삼겹 맛있으면돼지,한식,0,0,0
꽃보다파스타,꽃보다파스타,서양식,2,1,1
꽃보다파스타,꽃보다파스타,서양식,2,1,1
(주)미래원에프앤씨,단지 김치찜&김치찌개,한식,2,2,0
(주)미래원에프앤씨,방가네소고기국밥수육,한식,60,60,0
(주)미래원에프앤씨,본초맘죽,한식,48,48,0
일당백,우리소 새벽육회,한식,0,0,0
일당백,꼬꼬장작,치킨,0,0,0
(주)미래원에프앤씨,본초불닭발,치킨,41,41,0
일당백,포차이즈백두꺼비집,주점,0,0,0
(주)미래원에프앤씨,오징어와친구들,기타 외식,9,9,0
(주)오한수,오한수우육면가,중식,58,57,1
(주)베지왕,르베지왕,기타 외식,1,0,1
(주)빨라쪼,빨라쪼 델 프레도,아이스크림/빙수,20,12,8
(주)트리플에이컴퍼니,쿠킹하우스 반스반(bans ban),기타 외국식,0,0,0
(주)트리플에이컴퍼니,치킨퍼주닭,치킨,0,0,0
(주)트리플에이컴퍼니,주인의주방,일식,8,8,0
(주)트리플에이컴퍼니,베트남노상식당,기타 외국식,49,44,5
(주)트리플에이컴퍼니,룸서비스파이브스타,기타 외식,30,30,0
(주)엠디에프시파트너스,모두뼈다귀감자탕,한식,21,21,0
(주)엠디에프시파트너스,모두국밥,한식,2,2,0
㈜샛별푸드,족발의정석,한식,0,0,0
㈜샛별푸드,맛남휴게소,기타 외식,0,0,0
㈜샛별푸드,에브리쿡,기타 외식,0,0,0
㈜샛별푸드,직진반점,중식,1,0,1
(주)다온에프엔비,밀라노뽕,기타 외식,1,0,1
(주)다온에프엔비,사담손만두,분식,4,4,0
(주)다온에프엔비,짬뽕타임,중식,21,21,0
(주)인생닭강정,인생뚝배기,한식,0,0,0
(주)인생닭강정,인생닭강정,치킨,134,134,0
(주)참에프앤디,싸다김밥,분식,71,71,0
(주)참에프앤디,장칼장,분식,1,1,0
(주)댓짱돈까스,댓짱돈까스,한식,12,11,1
월드와이드푸드,월드와이드해장국,한식,0,0,0
월드와이드푸드,월드와이드포차,주점,0,0,0
월드와이드푸드,월드와이드불닭발,기타 외식,0,0,0
월드와이드푸드,월드와이드떡볶이,분식,0,0,0
(주)혜성푸드빌,행컵,기타 외식,30,30,0
장모님이떴다,장모님이떴다,한식,9,8,1
(주)돌우물,제육집막내아들,한식,,,
미미사천마라탕,미미사천마라탕,중식,1,0,1
하우스코코(Housecoco),실내포차 또만나,한식,0,0,0
(주)눈물패밀리,스타버거,서양식,0,0,0
위대한푸드,위대한찜닭,한식,0,0,0
(유)푸드리퍼블릭글로벌,후쿠오카함바그익스프레스,일식,4,4,0
푸드리퍼블릭코리아(유),후쿠오카함바그,일식,9,7,2
푸드리퍼블릭코리아(유),미쿡식당,서양식,5,5,0
푸드리퍼블릭코리아(유),간코,일식,18,2,16
카페이수페,이수페,커피,1,0,1
(주)에센셜커피,에센스커피,커피,0,0,0
(주)우리둥지,포옹남,기타 외국식,4,2,2
(주)아름드리원,동적깡통구이,한식,8,8,0
(유)대성물류,깨순이김밥,기타 외식,20,20,0
(주)에스더블유컴,리덮밥,한식,3,3,0
(주)원호코리아,짱어랑 프레시,기타 외식,0,0,0
(주)옥소반,옥소반,기타 외국식,8,8,0
(주)우리둥지,미치닥떡볶이,분식,2,1,1
(주)수다에프앤비,수다떠는 오징어,일식,6,5,1
호배기,호배기,제과제빵,1,0,1
홈쿡에프앤비,홈쿡,한식,0,0,0
홈쿡에프앤비,낙지애가,한식,0,0,0
